listing_id,future_calendar_days_observed_30d,future_available_days_30d,future_available_rate_30d,high_demand_proxy,room_type,property_type,accommodates,bedrooms,beds,bathrooms,listing_price,minimum_nights,maximum_nights,instant_bookable,is_superhost,neighbourhood_name,host_listing_count,available_days_last_90d,available_rate_last_90d,avg_minimum_nights_calendar_last_90d,avg_maximum_nights_calendar_last_90d,available_days_last_30d,available_rate_last_30d,avg_minimum_nights_calendar_last_30d,avg_maximum_nights_calendar_last_30d,total_reviews_before_cutoff,unique_reviewers_before_cutoff,avg_comment_len_before_cutoff,max_comment_len_before_cutoff,days_since_last_review,cutoff_date,dataset_version
1443670960781261954,30,30,1.0,0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,146.0,2,30,False,False,Buitenveldert - Zuidas,1,91,1.0,2.0,30.0,30,1.0,2.0,30.0,5.0,5.0,371.2,501.0,365.0,2026-08-11,v1_student
896043282611946316,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.5,,5,25,False,False,Zuid,1,0,0.0,5.0,25.0,0,0.0,5.0,25.0,2.0,2.0,469.0,917.0,668.0,2026-08-11,v1_student
958726726744532841,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,,1.0,,2,7,False,False,Centrum-Oost,1,0,0.0,2.0,7.0,0,0.0,2.0,7.0,23.0,23.0,277.30434782608694,993.0,347.0,2026-08-11,v1_student
39969190,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.5,,3,9,False,False,Westerpark,1,0,0.0,3.0,9.0,0,0.0,3.0,9.0,10.0,10.0,182.5,423.0,546.0,2026-08-11,v1_student
1272264495001498383,30,30,1.0,0,Private room,Private room in townhouse,2,1.0,2.0,2.0,125.0,2,365,False,False,Osdorp,1,88,0.967032967032967,2.0,365.0,27,0.9,2.0,365.0,2.0,2.0,118.0,201.0,557.0,2026-08-11,v1_student
1093563123501570178,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,1.0,1.0,133.0,3,30,False,False,Bos en Lommer,1,0,0.0,3.0,30.0,0,0.0,3.0,30.0,4.0,4.0,247.5,309.0,522.0,2026-08-11,v1_student
1476051889347548382,30,30,1.0,0,Entire home/apt,Entire condo,2,0.0,1.0,1.0,214.0,1,1125,True,False,Centrum-West,1,87,0.9560439560439561,2.0,1125.0,26,0.8666666666666667,2.0,1125.0,2.0,2.0,82.0,128.0,361.0,2026-08-11,v1_student
21084288,30,0,0.0,1,Entire home/apt,Entire home,4,2.0,,2.0,,8,28,False,False,Oud-Oost,1,0,0.0,10.0,28.0,0,0.0,10.0,28.0,0.0,0.0,,,90.0,2026-08-11,v1_student
1041257783578352876,30,0,0.0,1,Entire home/apt,Entire condo,4,2.0,,1.0,,3,365,False,False,Bijlmer-Oost,1,0,0.0,3.0,365.0,0,0.0,3.0,365.0,15.0,15.0,225.0,1000.0,352.0,2026-08-11,v1_student
14572858,30,0,0.0,1,Entire home/apt,Entire condo,4,2.0,2.0,1.5,256.0,3,7,False,False,Oostelijk Havengebied - Indische Buurt,1,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,39.0,38.0,262.56410256410254,877.0,359.0,2026-08-11,v1_student
45072261,30,0,0.0,1,Hotel room,Room in hostel,1,1.0,2.0,0.5,43.0,1,365,True,False,Zuid,10,0,0.0,1.4285714285714286,7.0,0,0.0,1.4,7.0,34.0,34.0,93.76470588235294,440.0,599.0,2026-08-11,v1_student
40247038,30,0,0.0,1,Private room,Private room in rental unit,2,,,1.5,,1,1125,False,False,Slotervaart,2,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,2.0,2.0,214.0,231.0,2431.0,2026-08-11,v1_student
1403745064543385665,30,0,0.0,1,Entire home/apt,Entire condo,3,2.0,1.0,1.0,354.0,1,365,False,False,De Baarsjes - Oud-West,1,0,0.0,1.0,365.0,0,0.0,1.0,365.0,6.0,6.0,371.8333333333333,500.0,352.0,2026-08-11,v1_student
1020477,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,255.0,4,9,False,False,Centrum-West,1,0,0.0,4.0,9.0,0,0.0,4.0,9.0,44.0,44.0,401.95454545454544,1853.0,401.0,2026-08-11,v1_student
1089574153630681803,30,0,0.0,1,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,432.0,1,365,False,False,Centrum-West,1,26,0.2857142857142857,1.0,365.0,0,0.0,1.0,365.0,13.0,13.0,178.07692307692307,409.0,458.0,2026-08-11,v1_student
39642322,30,0,0.0,1,Private room,Private room in rental unit,1,,,1.0,,7,15,False,False,Slotervaart,1,0,0.0,7.0,15.0,0,0.0,7.0,15.0,38.0,38.0,170.07894736842104,912.0,1229.0,2026-08-11,v1_student
676811125096071815,30,30,1.0,0,Entire home/apt,Entire condo,2,1.0,1.0,1.0,320.0,4,30,False,False,Centrum-West,1,45,0.4945054945054945,4.0,30.0,30,1.0,4.0,30.0,14.0,14.0,310.14285714285717,731.0,337.0,2026-08-11,v1_student
33632887,30,0,0.0,1,Entire home/apt,Entire condo,3,2.0,,1.0,,3,13,False,False,Bos en Lommer,1,0,0.0,3.0,13.0,0,0.0,3.0,13.0,7.0,7.0,194.14285714285714,495.0,695.0,2026-08-11,v1_student
660070855927056560,30,0,0.0,1,Entire home/apt,Entire rental unit,3,1.0,,1.0,,2,7,False,False,De Baarsjes - Oud-West,1,0,0.0,2.0,7.0,0,0.0,2.0,7.0,1.0,1.0,52.0,52.0,1204.0,2026-08-11,v1_student
31917406,30,0,0.0,1,Entire home/apt,Entire condo,2,0.0,1.0,0.5,155.0,2,30,False,True,Oostelijk Havengebied - Indische Buurt,1,0,0.0,2.0,30.0,0,0.0,2.0,30.0,82.0,81.0,243.3170731707317,1097.0,364.0,2026-08-11,v1_student
1308003754624250674,30,26,0.8666666666666667,0,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,421.0,2,365,True,False,Centrum-Oost,2,59,0.6483516483516484,1.120879120879121,365.0,19,0.6333333333333333,1.0,365.0,3.0,3.0,33.0,48.0,396.0,2026-08-11,v1_student
52712134,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,,1.5,,3,365,False,False,Centrum-West,1,0,0.0,3.0,365.0,0,0.0,3.0,365.0,8.0,8.0,448.75,959.0,962.0,2026-08-11,v1_student
1957337,30,0,0.0,1,Entire home/apt,Entire home,4,3.0,3.0,1.0,275.0,6,14,False,False,Oud-Oost,1,26,0.2857142857142857,6.0,14.0,0,0.0,6.0,14.0,9.0,9.0,381.8888888888889,1370.0,1474.0,2026-08-11,v1_student
20468518,30,0,0.0,1,Private room,Private room in condo,2,2.0,1.0,1.0,171.0,1,35,False,True,De Baarsjes - Oud-West,1,0,0.0,1.0,35.0,0,0.0,1.0,35.0,134.0,134.0,250.38059701492537,1808.0,338.0,2026-08-11,v1_student
1399096278802399274,30,0,0.0,1,Entire home/apt,Entire rental unit,6,4.0,4.0,3.0,405.0,5,365,False,False,Oostelijk Havengebied - Indische Buurt,1,0,0.0,5.0,365.0,0,0.0,5.0,365.0,2.0,2.0,614.5,1006.0,360.0,2026-08-11,v1_student
32099173,30,0,0.0,1,Private room,Private room in home,2,,,1.0,,1,30,False,False,De Aker - Nieuw Sloten,3,0,0.0,1.0,30.0,0,0.0,1.0,30.0,5.0,4.0,103.8,155.0,647.0,2026-08-11,v1_student
1276878467196641130,30,0,0.0,1,Entire home/apt,Houseboat,4,4.0,6.0,1.0,281.0,4,14,False,False,Noord-West,1,0,0.0,4.0,14.0,0,0.0,4.0,14.0,0.0,0.0,,,90.0,2026-08-11,v1_student
1456622120356587288,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,316.0,5,365,False,False,De Baarsjes - Oud-West,1,0,0.0,5.0,365.0,0,0.0,5.0,365.0,0.0,0.0,,,90.0,2026-08-11,v1_student
1068672375724030290,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.0,,4,30,False,False,De Baarsjes - Oud-West,1,0,0.0,4.0,30.0,0,0.0,4.0,30.0,5.0,5.0,265.0,532.0,807.0,2026-08-11,v1_student
746953953180197111,30,0,0.0,1,Entire home/apt,Entire condo,4,4.0,4.0,2.0,495.0,2,365,False,False,De Baarsjes - Oud-West,1,0,0.0,2.0,365.0,0,0.0,2.0,365.0,12.0,12.0,232.75,660.0,366.0,2026-08-11,v1_student
13687342,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.0,,3,6,False,False,De Baarsjes - Oud-West,1,0,0.0,3.0,6.0,0,0.0,3.0,6.0,8.0,8.0,165.5,308.0,783.0,2026-08-11,v1_student
54189209,30,0,0.0,1,Entire home/apt,Entire serviced apartment,4,2.0,2.0,1.0,319.0,7,99,True,False,Centrum-Oost,3,82,0.9010989010989011,7.0,1000.0,21,0.7,7.0,1000.0,12.0,12.0,418.9166666666667,1319.0,551.0,2026-08-11,v1_student
1329668455459287330,30,0,0.0,1,Private room,Private room in rental unit,2,1.0,1.0,1.0,115.0,2,365,True,False,Noord-Oost,2,0,0.0,2.0,365.0,0,0.0,2.0,365.0,0.0,0.0,,,90.0,2026-08-11,v1_student
36669987,30,30,1.0,0,Entire home/apt,Entire serviced apartment,4,2.0,3.0,1.5,236.0,1,90,False,True,Oud-Oost,1,79,0.8681318681318682,1.0,1125.0,30,1.0,1.0,1125.0,258.0,256.0,254.58527131782947,1057.0,344.0,2026-08-11,v1_student
960840548992503913,30,30,1.0,0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,126.0,2,28,True,True,Geuzenveld - Slotermeer,3,91,1.0,3.0,28.0,30,1.0,3.0,28.0,73.0,73.0,265.54794520547944,744.0,337.0,2026-08-11,v1_student
627213,30,0,0.0,1,Entire home/apt,Houseboat,5,3.0,,2.5,,7,30,False,False,Zuid,1,0,0.0,7.0,30.0,0,0.0,7.0,30.0,17.0,17.0,422.4117647058824,1480.0,380.0,2026-08-11,v1_student
18956688,30,0,0.0,1,Entire home/apt,Entire townhouse,5,3.0,,1.5,,3,1125,False,False,Zuid,1,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,22.0,22.0,252.0,700.0,1470.0,2026-08-11,v1_student
1285432922730717163,30,30,1.0,0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,270.0,2,365,False,False,De Baarsjes - Oud-West,1,91,1.0,2.0,365.0,30,1.0,2.0,365.0,6.0,6.0,252.16666666666666,437.0,456.0,2026-08-11,v1_student
16021092,30,0,0.0,1,Entire home/apt,Entire condo,4,2.0,,1.5,,4,60,False,True,De Baarsjes - Oud-West,1,0,0.0,5.0,60.0,0,0.0,5.0,60.0,56.0,56.0,366.42857142857144,1124.0,337.0,2026-08-11,v1_student
1245513922728219114,30,0,0.0,1,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,495.0,5,30,False,False,Westerpark,1,0,0.0,5.0,30.0,0,0.0,5.0,30.0,4.0,4.0,366.0,472.0,366.0,2026-08-11,v1_student
568683128219348239,30,0,0.0,1,Entire home/apt,Houseboat,3,2.0,3.0,1.5,280.0,3,365,False,False,Westerpark,1,0,0.0,3.0,365.0,0,0.0,3.0,365.0,12.0,12.0,259.0,737.0,381.0,2026-08-11,v1_student
1012365816329555878,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,1.0,1.0,267.0,2,15,False,True,De Pijp - Rivierenbuurt,1,0,0.0,2.0,15.0,0,0.0,2.0,15.0,8.0,8.0,294.875,475.0,408.0,2026-08-11,v1_student
21718646,30,0,0.0,1,Private room,Private room in loft,3,1.0,3.0,1.0,139.0,1,90,False,True,Oud-Oost,1,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,370.0,368.0,255.53783783783783,1951.0,338.0,2026-08-11,v1_student
1499307343987837232,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,1.0,1.5,136.0,2,22,False,False,De Baarsjes - Oud-West,1,0,0.0,2.0,22.0,0,0.0,2.0,22.0,0.0,0.0,,,90.0,2026-08-11,v1_student
1494074314392988414,30,30,1.0,0,Entire home/apt,Entire rental unit,4,2.0,2.0,1.5,186.0,1,365,False,False,Oud-Oost,1,91,1.0,1.0,365.0,30,1.0,1.0,365.0,0.0,0.0,,,90.0,2026-08-11,v1_student
12940893,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.0,,2,14,False,False,De Baarsjes - Oud-West,1,0,0.0,2.0,14.0,0,0.0,2.0,14.0,10.0,10.0,313.0,686.0,2635.0,2026-08-11,v1_student
28902322,30,0,0.0,1,Entire home/apt,Entire rental unit,2,2.0,,1.5,,28,30,False,False,De Baarsjes - Oud-West,1,0,0.0,28.0,30.0,0,0.0,28.0,30.0,5.0,4.0,437.6,923.0,1822.0,2026-08-11,v1_student
922482527442824411,30,0,0.0,1,Entire home/apt,Entire home,4,2.0,,1.5,,2,2,False,False,Bijlmer-Oost,1,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,23.0,23.0,297.95652173913044,767.0,358.0,2026-08-11,v1_student
1375172259794662906,30,0,0.0,1,Entire home/apt,Entire rental unit,6,4.0,,1.0,,2,30,True,False,Oud-Noord,1,0,0.0,2.0,30.0,0,0.0,2.0,30.0,0.0,0.0,,,90.0,2026-08-11,v1_student
1252727715145070421,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.0,,5,365,False,False,De Baarsjes - Oud-West,2,0,0.0,5.0,365.0,0,0.0,5.0,365.0,1.0,1.0,169.0,169.0,533.0,2026-08-11,v1_student
684672773220692498,30,0,0.0,1,Entire home/apt,Entire home,4,2.0,,1.0,,2,730,False,False,Noord-West,1,0,0.0,2.0,730.0,0,0.0,2.0,730.0,13.0,13.0,130.07692307692307,462.0,694.0,2026-08-11,v1_student
19467604,30,0,0.0,1,Entire home/apt,Entire townhouse,4,3.0,,2.0,,2,1125,False,False,De Baarsjes - Oud-West,1,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,18.0,18.0,227.0,546.0,2198.0,2026-08-11,v1_student
44469116,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.0,,4,365,False,False,De Baarsjes - Oud-West,1,0,0.0,4.0,365.0,0,0.0,4.0,365.0,2.0,2.0,252.0,411.0,386.0,2026-08-11,v1_student
14909329,30,0,0.0,1,Entire home/apt,Entire rental unit,4,3.0,,2.0,,1,1125,True,False,De Pijp - Rivierenbuurt,1,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,40.0,40.0,237.875,1901.0,2683.0,2026-08-11,v1_student
1239849978011698593,30,0,0.0,1,Entire home/apt,Entire rental unit,4,2.0,,1.0,,3,365,False,False,De Baarsjes - Oud-West,1,0,0.0,3.0,365.0,0,0.0,3.0,365.0,3.0,3.0,288.6666666666667,570.0,470.0,2026-08-11,v1_student
753458348156906241,30,30,1.0,0,Entire home/apt,Entire townhouse,4,2.0,2.0,2.0,225.0,20,1125,False,False,Zuid,1,72,0.7912087912087912,20.0,1125.0,30,1.0,20.0,1125.0,5.0,5.0,203.2,412.0,1293.0,2026-08-11,v1_student
32415362,30,0,0.0,1,Entire home/apt,Entire condo,2,2.0,,1.0,,3,3,False,True,Centrum-West,1,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,25.0,25.0,216.52,882.0,449.0,2026-08-11,v1_student
939651130074064568,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,1.0,1.5,154.0,3,30,False,False,Zuid,2,0,0.0,3.0,30.0,0,0.0,3.0,30.0,2.0,2.0,252.5,257.0,840.0,2026-08-11,v1_student
23493489,30,0,0.0,1,Entire home/apt,Entire home,4,4.0,,2.5,,4,1125,False,False,Noord-Oost,1,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,2.0,2.0,374.0,503.0,2920.0,2026-08-11,v1_student
1080404315599095169,30,0,0.0,1,Private room,Room in hotel,2,1.0,1.0,1.0,,1,365,True,False,De Pijp - Rivierenbuurt,7,0,0.0,1.0,731.0,0,0.0,1.0,731.0,383.0,381.0,151.44647519582244,998.0,349.0,2026-08-11,v1_student
802661337270802215,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.5,,3,14,False,False,De Baarsjes - Oud-West,1,0,0.0,3.0,14.0,0,0.0,3.0,14.0,4.0,4.0,89.25,184.0,1161.0,2026-08-11,v1_student
918111766872209454,30,30,1.0,0,Entire home/apt,Entire home,4,3.0,2.0,2.5,380.0,6,31,False,False,Oud-Oost,1,57,0.6263736263736264,6.0,31.0,30,1.0,6.0,31.0,3.0,3.0,456.6666666666667,542.0,861.0,2026-08-11,v1_student
1221580344177848903,30,0,0.0,1,Private room,Private room in loft,3,1.0,2.0,1.0,197.0,3,14,False,True,Centrum-West,1,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,76.0,76.0,252.02631578947367,990.0,337.0,2026-08-11,v1_student
515088,30,30,1.0,0,Entire home/apt,Entire condo,4,1.0,2.0,1.5,215.0,2,10,False,False,Noord-Oost,1,91,1.0,2.0,10.0,30,1.0,2.0,10.0,1.0,1.0,137.0,137.0,2711.0,2026-08-11,v1_student
14086359,30,0,0.0,1,Private room,Private room in rental unit,2,1.0,1.0,1.5,75.0,2,14,False,True,De Baarsjes - Oud-West,1,0,0.0,2.0,14.0,0,0.0,2.0,14.0,252.0,251.0,243.04761904761904,1305.0,337.0,2026-08-11,v1_student
1263992617270323225,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,1.0,1.0,225.0,3,30,False,False,De Baarsjes - Oud-West,1,26,0.2857142857142857,3.0,30.0,0,0.0,3.0,30.0,3.0,3.0,315.6666666666667,431.0,443.0,2026-08-11,v1_student
30520614,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.0,,3,1125,False,False,Bos en Lommer,1,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,23.0,22.0,282.30434782608694,781.0,444.0,2026-08-11,v1_student
880899043811589099,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,1.0,1.5,284.0,3,26,False,False,De Baarsjes - Oud-West,1,0,0.0,3.0,26.0,0,0.0,3.0,26.0,3.0,3.0,248.66666666666666,355.0,899.0,2026-08-11,v1_student
1397777672273683674,30,0,0.0,1,Entire home/apt,Entire home,4,3.0,4.0,2.5,285.0,3,30,False,False,IJburg - Zeeburgereiland,1,0,0.0,3.0,30.0,0,0.0,3.0,30.0,0.0,0.0,,,90.0,2026-08-11,v1_student
17672950,30,0,0.0,1,Entire home/apt,Entire condo,2,2.0,,1.5,,2,7,False,False,Watergraafsmeer,1,0,0.0,2.0,7.0,0,0.0,2.0,7.0,0.0,0.0,,,90.0,2026-08-11,v1_student
840538473794705097,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,,1.0,,7,30,False,False,Westerpark,1,0,0.0,66.85714285714286,72.85714285714286,0,0.0,68.4,74.0,3.0,3.0,243.66666666666666,339.0,1220.0,2026-08-11,v1_student
22643412,30,0,0.0,1,Entire home/apt,Houseboat,4,2.0,2.0,1.0,262.0,2,1125,False,False,Centrum-Oost,1,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,280.0,280.0,276.0857142857143,2151.0,351.0,2026-08-11,v1_student
1223246059718573815,30,0,0.0,1,Entire home/apt,Entire rental unit,3,2.0,2.0,1.0,239.0,2,30,False,False,Zuid,1,0,0.0,2.0,30.0,0,0.0,2.0,30.0,5.0,5.0,90.2,213.0,338.0,2026-08-11,v1_student
1100003483273793437,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,300.0,10,21,False,False,De Baarsjes - Oud-West,1,0,0.0,10.0,21.0,0,0.0,10.0,21.0,8.0,8.0,176.25,452.0,843.0,2026-08-11,v1_student
21907274,30,0,0.0,1,Private room,Private room in townhouse,2,0.0,4.0,1.0,200.0,1,6,False,True,Centrum-West,1,0,0.0,1.0,6.0,0,0.0,1.0,6.0,542.0,540.0,239.14944649446494,1626.0,339.0,2026-08-11,v1_student
992660654194437409,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,1.0,1.0,220.0,1,365,False,False,De Baarsjes - Oud-West,1,26,0.2857142857142857,1.0,365.0,0,0.0,1.0,365.0,4.0,4.0,206.5,266.0,659.0,2026-08-11,v1_student
50828500,30,0,0.0,1,Entire home/apt,Entire home,4,2.0,,1.5,,5,365,False,True,Oud-Noord,2,0,0.0,5.0,365.0,0,0.0,5.0,365.0,2.0,2.0,334.0,387.0,1010.0,2026-08-11,v1_student
47192378,30,0,0.0,1,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,94.0,1,1125,False,True,Slotervaart,1,0,0.0,1.7142857142857142,1125.0,0,0.0,1.7333333333333334,1125.0,96.0,96.0,223.20833333333334,814.0,340.0,2026-08-11,v1_student
935272940446074425,30,0,0.0,1,Entire home/apt,Entire rental unit,4,2.0,,1.5,,3,20,False,False,Westerpark,1,0,0.0,3.0,20.0,0,0.0,3.0,20.0,18.0,18.0,264.0,834.0,473.0,2026-08-11,v1_student
1238344966723277949,30,0,0.0,1,Entire home/apt,Barn,2,0.0,1.0,0.0,323.0,1,365,True,True,Geuzenveld - Slotermeer,13,0,0.0,2.0,999.0,0,0.0,2.0,999.0,6.0,6.0,176.16666666666666,371.0,394.0,2026-08-11,v1_student
1431234384523739805,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,180.0,3,365,True,False,Westerpark,3,0,0.0,3.0,365.0,0,0.0,3.0,365.0,4.0,4.0,363.75,488.0,372.0,2026-08-11,v1_student
25511963,30,0,0.0,1,Entire home/apt,Entire townhouse,2,1.0,1.0,1.0,128.0,2,30,False,False,Bos en Lommer,1,0,0.0,2.0,30.0,0,0.0,2.0,30.0,25.0,25.0,173.88,378.0,473.0,2026-08-11,v1_student
5707655,30,0,0.0,1,Private room,Private room in loft,2,0.0,0.0,1.0,91.0,2,8,True,False,Noord-Oost,2,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,229.0,228.0,246.4061135371179,990.0,338.0,2026-08-11,v1_student
50792732,30,0,0.0,1,Entire home/apt,Entire condo,4,2.0,,1.0,,3,17,False,False,Centrum-Oost,1,0,0.0,3.0,17.0,0,0.0,3.0,17.0,20.0,20.0,319.3,1017.0,392.0,2026-08-11,v1_student
46369170,30,30,1.0,0,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,104.0,1,1125,True,False,De Baarsjes - Oud-West,15,91,1.0,1.2857142857142858,1000.0,30,1.0,1.2666666666666666,1000.0,71.0,71.0,161.50704225352112,1017.0,354.0,2026-08-11,v1_student
760785087595064449,30,0,0.0,1,Entire home/apt,Entire condo,4,2.0,,1.5,,1,30,False,False,Watergraafsmeer,1,0,0.0,1.0,30.0,0,0.0,1.0,30.0,3.0,3.0,208.66666666666666,304.0,1321.0,2026-08-11,v1_student
37853184,30,0,0.0,1,Entire home/apt,Entire home,4,3.0,,1.5,,2,30,False,False,Noord-West,1,0,0.0,2.0,30.0,0,0.0,2.0,30.0,3.0,3.0,395.3333333333333,599.0,363.0,2026-08-11,v1_student
1160718666798125227,30,0,0.0,1,Entire home/apt,Entire rental unit,3,2.0,2.0,1.0,428.0,3,7,False,False,Centrum-West,1,0,0.0,3.0,7.0,0,0.0,3.0,7.0,0.0,0.0,,,90.0,2026-08-11,v1_student
701411212376454512,30,0,0.0,1,Entire home/apt,Entire condo,4,3.0,4.0,2.0,400.0,4,14,False,False,De Baarsjes - Oud-West,1,0,0.0,4.0,14.0,0,0.0,4.0,14.0,16.0,16.0,331.875,849.0,355.0,2026-08-11,v1_student
9613135,30,0,0.0,1,Private room,Private room in home,2,,,1.5,,2,29,False,False,Noord-West,1,0,0.0,2.0,29.0,0,0.0,2.0,29.0,58.0,57.0,248.81034482758622,744.0,1744.0,2026-08-11,v1_student
1417146927247265342,30,30,1.0,0,Private room,Private room in bed and breakfast,2,1.0,2.0,1.0,147.0,1,1125,True,False,Bijlmer-Centrum,1,90,0.989010989010989,1.0,1125.0,29,0.9666666666666667,1.0,1125.0,6.0,6.0,287.1666666666667,687.0,373.0,2026-08-11,v1_student
49085366,30,30,1.0,0,Private room,Private room in rental unit,2,,,1.0,,2,1125,True,False,Centrum-West,1,91,1.0,2.0,1125.0,30,1.0,2.0,1125.0,34.0,34.0,179.97058823529412,942.0,470.0,2026-08-11,v1_student
1388402353408552434,30,0,0.0,1,Entire home/apt,Entire home,2,1.0,,1.0,,1,365,False,False,Watergraafsmeer,1,0,0.0,1.0,365.0,0,0.0,1.0,365.0,2.0,2.0,126.5,127.0,477.0,2026-08-11,v1_student
3346620,30,30,1.0,0,Private room,Private room in condo,3,1.0,1.0,1.0,61.0,2,365,False,True,Noord-Oost,2,91,1.0,2.0,1125.0,30,1.0,2.0,1125.0,274.0,272.0,291.7189781021898,2551.0,347.0,2026-08-11,v1_student
53811934,30,0,0.0,1,Entire home/apt,Entire loft,2,1.0,0.0,1.5,204.0,4,28,False,False,De Baarsjes - Oud-West,1,0,0.0,4.0,28.0,0,0.0,4.0,28.0,16.0,16.0,350.0,959.0,403.0,2026-08-11,v1_student
1226727727987158273,30,30,1.0,0,Entire home/apt,Entire condo,2,1.0,,1.5,,2,7,False,False,Centrum-Oost,1,91,1.0,2.0,7.0,30,1.0,2.0,7.0,0.0,0.0,,,90.0,2026-08-11,v1_student
5875754,30,0,0.0,1,Entire home/apt,Entire loft,4,,,1.5,,1,365,False,False,Watergraafsmeer,1,0,0.0,2.7142857142857144,365.0,0,0.0,2.6666666666666665,365.0,35.0,35.0,205.28571428571428,509.0,1022.0,2026-08-11,v1_student
1334659460202099025,30,30,1.0,0,Entire home/apt,Entire condo,2,1.0,1.0,1.0,236.0,1,365,False,False,De Baarsjes - Oud-West,1,91,1.0,1.0,365.0,30,1.0,1.0,365.0,0.0,0.0,,,90.0,2026-08-11,v1_student
8502593,30,0,0.0,1,Entire home/apt,Entire rental unit,2,1.0,,1.0,,5,30,False,False,De Pijp - Rivierenbuurt,1,0,0.0,5.0,30.0,0,0.0,5.0,30.0,25.0,25.0,174.16,629.0,1438.0,2026-08-11,v1_student
699104416961968655,30,0,0.0,1,Entire home/apt,Entire condo,2,1.0,,1.0,,3,20,True,False,Bos en Lommer,1,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,4.0,4.0,242.25,570.0,1389.0,2026-08-11,v1_student
1278033670954613557,30,30,1.0,0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,288.0,2,30,False,False,De Pijp - Rivierenbuurt,1,91,1.0,2.0,30.0,30,1.0,2.0,30.0,6.0,6.0,288.1666666666667,441.0,428.0,2026-08-11,v1_student
36342920,30,30,1.0,0,Entire home/apt,Houseboat,4,2.0,2.0,1.0,434.0,3,30,False,True,Centrum-West,18,88,0.967032967032967,4.0,30.0,30,1.0,4.0,30.0,63.0,63.0,211.87301587301587,1014.0,408.0,2026-08-11,v1_student
41329384,30,30,1.0,0,Entire home/apt,Entire loft,5,3.0,3.0,1.0,360.0,3,700,False,False,Watergraafsmeer,1,91,1.0,3.0,700.0,30,1.0,3.0,700.0,17.0,17.0,245.58823529411765,886.0,435.0,2026-08-11,v1_student
1132697745841907461,30,21,0.7,0,Entire home/apt,Entire home,6,3.0,3.0,2.0,540.0,5,20,False,False,IJburg - Zeeburgereiland,1,0,0.0,5.0,20.0,0,0.0,5.0,20.0,2.0,2.0,137.5,218.0,471.0,2026-08-11,v1_student
1176677911299692363,30,0,0.0,1,Private room,Room in hotel,3,1.0,1.0,1.0,,1,365,True,False,Centrum-West,6,0,0.0,1.0,731.0,0,0.0,1.0,731.0,4.0,4.0,498.0,998.0,435.0,2026-08-11,v1_student
1267345223665034990,30,0,0.0,1,Private room,Room in hotel,2,1.0,,1.0,,1,365,True,False,Zuid,10,0,0.0,1.4285714285714286,7.0,0,0.0,1.4,7.0,0.0,0.0,,,90.0,2026-08-11,v1_student
